view,kind,metric,layer,head,value,count
post_rope,q,head_offdiag_mean,17,-1,0.15486030280590057,16632
post_rope,q,head_offdiag_mean,18,-1,0.20604645867239346,16632
post_rope,q,head_offdiag_mean,19,-1,0.16899707439270886,16632
post_rope,q,head_offdiag_mean,20,-1,0.2268108143047853,16632
post_rope,q,head_offdiag_mean,21,-1,0.14444903081113641,16632
post_rope,q,head_offdiag_mean,22,-1,0.16566101732579144,16632
post_rope,q,head_offdiag_mean,23,-1,0.18005155636505646,16632
post_rope,q,head_offdiag_mean,24,-1,0.20353604446757922,16632
post_rope,q,head_offdiag_mean,25,-1,0.1909573877399618,16632
post_rope,q,head_offdiag_mean,26,-1,0.19983968883752823,16632
post_rope,q,head_offdiag_mean,27,-1,0.10675732723691246,16632
post_rope,v,head_offdiag_mean,0,-1,0.003469115123152733,264
post_rope,v,head_offdiag_mean,1,-1,0.006005051909141912,264
post_rope,v,head_offdiag_mean,2,-1,-0.0011499467390504751,264
post_rope,v,head_offdiag_mean,3,-1,-0.003577321275687692,264
post_rope,v,head_offdiag_mean,4,-1,0.02552583261223679,264
post_rope,v,head_offdiag_mean,5,-1,-0.0013949976736595008,264
post_rope,v,head_offdiag_mean,6,-1,0.010595705463360488,264
post_rope,v,head_offdiag_mean,7,-1,-0.018795033800415695,264
post_rope,v,head_offdiag_mean,8,-1,-0.0035446541468528185,264
post_rope,v,head_offdiag_mean,9,-1,0.01006229425018484,264
post_rope,v,head_offdiag_mean,10,-1,0.019312658643519335,264
post_rope,v,head_offdiag_mean,11,-1,0.006707342976534908,264
post_rope,v,head_offdiag_mean,12,-1,0.011506366276245733,264
post_rope,v,head_offdiag_mean,13,-1,-0.005821476870385761,264
post_rope,v,head_offdiag_mean,14,-1,-0.0004744629656091671,264
post_rope,v,head_offdiag_mean,15,-1,-0.018277252485859208,264
post_rope,v,head_offdiag_mean,16,-1,0.027223704919875177,264
post_rope,v,head_offdiag_mean,17,-1,0.0031981571314232,264
post_rope,v,head_offdiag_mean,18,-1,-0.008686940905384043,264
post_rope,v,head_offdiag_mean,19,-1,-0.0014731539995409548,264
post_rope,v,head_offdiag_mean,20,-1,-0.01833737181600141,264
post_rope,v,head_offdiag_mean,21,-1,-0.002256651194660332,264
post_rope,v,head_offdiag_mean,22,-1,0.0010090688910250637,264
post_rope,v,head_offdiag_mean,23,-1,-0.0034787029117896136,264
post_rope,v,head_offdiag_mean,24,-1,-0.014724478146738627,264
post_rope,v,head_offdiag_mean,25,-1,0.0017297350023000035,264
post_rope,v,head_offdiag_mean,26,-1,0.003635994416650977,264
post_rope,v,head_offdiag_mean,27,-1,-0.00961697219463531,264
pre_rope,k,head_offdiag_mean,0,-1,0.13674092970111154,264
pre_rope,k,head_offdiag_mean,1,-1,-0.05053230222653259,264
pre_rope,k,head_offdiag_mean,2,-1,0.05644504563480785,264
pre_rope,k,head_offdiag_mean,3,-1,0.010302814144365997,264
pre_rope,k,head_offdiag_mean,4,-1,0.013801555932414803,264
pre_rope,k,head_offdiag_mean,5,-1,-0.011902856672267344,264
pre_rope,k,head_offdiag_mean,6,-1,-0.030172400528416885,264
pre_rope,k,head_offdiag_mean,7,-1,-0.003186196385120804,264
pre_rope,k,head_offdiag_mean,8,-1,-0.029683153483677994,264
pre_rope,k,head_offdiag_mean,9,-1,-0.009038868294076317,264
pre_rope,k,head_offdiag_mean,10,-1,0.05602260899137367,264
pre_rope,k,head_offdiag_mean,11,-1,0.02478385366107845,264
pre_rope,k,head_offdiag_mean,12,-1,0.005309840420853685,264
pre_rope,k,head_offdiag_mean,13,-1,-0.024508375648028134,264
pre_rope,k,head_offdiag_mean,14,-1,0.04251529737799005,264
pre_rope,k,head_offdiag_mean,15,-1,0.005136116897946605,264
pre_rope,k,head_offdiag_mean,16,-1,-0.022795705444877967,264
pre_rope,k,head_offdiag_mean,17,-1,0.011839509795456914,264
pre_rope,k,head_offdiag_mean,18,-1,0.011182577645575459,264
pre_rope,k,head_offdiag_mean,19,-1,-0.044288263508034026,264
pre_rope,k,head_offdiag_mean,20,-1,0.055564619854769924,264
pre_rope,k,head_offdiag_mean,21,-1,0.010975080013105815,264
pre_rope,k,head_offdiag_mean,22,-1,-0.012127475484951654,264
pre_rope,k,head_offdiag_mean,23,-1,-0.06289883990856734,264
pre_rope,k,head_offdiag_mean,24,-1,0.04751163210973821,264
pre_rope,k,head_offdiag_mean,25,-1,-0.01359660704143938,264
pre_rope,k,head_offdiag_mean,26,-1,0.0403205603572794,264
pre_rope,k,head_offdiag_mean,27,-1,0.008525170163590123,264
pre_rope,q,head_offdiag_mean,0,-1,0.10150401361963966,16632
pre_rope,q,head_offdiag_mean,1,-1,0.10234000466086647,16632
pre_rope,q,head_offdiag_mean,2,-1,0.13092569024725395,16632
pre_rope,q,head_offdiag_mean,3,-1,0.12224133617498657,16632
pre_rope,q,head_offdiag_mean,4,-1,0.17437869716774335,16632
pre_rope,q,head_offdiag_mean,5,-1,0.1495448425412178,16632
pre_rope,q,head_offdiag_mean,6,-1,0.15694043108008124,16632
pre_rope,q,head_offdiag_mean,7,-1,0.150020224804228,16632
pre_rope,q,head_offdiag_mean,8,-1,0.19211338595910507,16632
pre_rope,q,head_offdiag_mean,9,-1,0.14141292260451752,16632
pre_rope,q,head_offdiag_mean,10,-1,0.19711167229847473,16632
pre_rope,q,head_offdiag_mean,11,-1,0.24680471149357883,16632
pre_rope,q,head_offdiag_mean,12,-1,0.17319388484412973,16632
pre_rope,q,head_offdiag_mean,13,-1,0.17464420131661676,16632
pre_rope,q,head_offdiag_mean,14,-1,0.15570864284580405,16632
pre_rope,q,head_offdiag_mean,15,-1,0.17811660197648135,16632
pre_rope,q,head_offdiag_mean,16,-1,0.22163860499858856,16632
pre_rope,q,head_offdiag_mean,17,-1,0.15485945547168906,16632
pre_rope,q,head_offdiag_mean,18,-1,0.2059588750655001,16632
pre_rope,q,head_offdiag_mean,19,-1,0.16898549009453168,16632
pre_rope,q,head_offdiag_mean,20,-1,0.226725811985406,16632
pre_rope,q,head_offdiag_mean,21,-1,0.14443108981305902,16632
pre_rope,q,head_offdiag_mean,22,-1,0.16566021875901657,16632
pre_rope,q,head_offdiag_mean,23,-1,0.1800132156773047,16632
pre_rope,q,head_offdiag_mean,24,-1,0.20351540026339618,16632
pre_rope,q,head_offdiag_mean,25,-1,0.19096134399825876,16632
pre_rope,q,head_offdiag_mean,26,-1,0.1998579427599907,16632
pre_rope,q,head_offdiag_mean,27,-1,0.10674585164947943,16632
pre_rope,v,head_offdiag_mean,0,-1,0.003469115123152733,264
pre_rope,v,head_offdiag_mean,1,-1,0.006005051909141912,264
pre_rope,v,head_offdiag_mean,2,-1,-0.0011499467390504751,264
pre_rope,v,head_offdiag_mean,3,-1,-0.003577321275687692,264
pre_rope,v,head_offdiag_mean,4,-1,0.02552583261223679,264
pre_rope,v,head_offdiag_mean,5,-1,-0.0013949976736595008,264
pre_rope,v,head_offdiag_mean,6,-1,0.010595705463360488,264
pre_rope,v,head_offdiag_mean,7,-1,-0.018795033800415695,264
pre_rope,v,head_offdiag_mean,8,-1,-0.0035446541468528185,264
pre_rope,v,head_offdiag_mean,9,-1,0.01006229425018484,264
pre_rope,v,head_offdiag_mean,10,-1,0.019312658643519335,264
pre_rope,v,head_offdiag_mean,11,-1,0.006707342976534908,264
pre_rope,v,head_offdiag_mean,12,-1,0.011506366276245733,264
pre_rope,v,head_offdiag_mean,13,-1,-0.005821476870385761,264
pre_rope,v,head_offdiag_mean,14,-1,-0.0004744629656091671,264
pre_rope,v,head_offdiag_mean,15,-1,-0.018277252485859208,264
pre_rope,v,head_offdiag_mean,16,-1,0.027223704919875177,264
pre_rope,v,head_offdiag_mean,17,-1,0.0031981571314232,264
pre_rope,v,head_offdiag_mean,18,-1,-0.008686940905384043,264
pre_rope,v,head_offdiag_mean,19,-1,-0.0014731539995409548,264
pre_rope,v,head_offdiag_mean,20,-1,-0.01833737181600141,264
pre_rope,v,head_offdiag_mean,21,-1,-0.002256651194660332,264
pre_rope,v,head_offdiag_mean,22,-1,0.0010090688910250637,264
pre_rope,v,head_offdiag_mean,23,-1,-0.0034787029117896136,264
pre_rope,v,head_offdiag_mean,24,-1,-0.014724478146738627,264
pre_rope,v,head_offdiag_mean,25,-1,0.0017297350023000035,264
pre_rope,v,head_offdiag_mean,26,-1,0.003635994416650977,264
pre_rope,v,head_offdiag_mean,27,-1,-0.00961697219463531,264
post_rope,k,distance_bucket_8,0,0,0.9995363056659698,1020
post_rope,k,distance_bucket_16,0,0,0.9994852840900421,2028
post_rope,k,distance_bucket_32,0,0,0.9994215667247772,4008
post_rope,k,distance_bucket_64,0,0,0.9993901252746582,7824
post_rope,k,distance_bucket_128,0,0,0.9993188977241516,14880
post_rope,k,distance_bucket_256,0,0,0.9992057085037231,26688
post_rope,k,distance_bucket_512,0,0,0.9991401433944702,41088
post_rope,k,distance_bucket_1024,0,0,0.9992151856422424,33024
post_rope,k,distance_bucket_8,0,1,0.9979702234268188,1020
post_rope,k,distance_bucket_16,0,1,0.9976919591426849,2028
post_rope,k,distance_bucket_32,0,1,0.997380793094635,4008
post_rope,k,distance_bucket_64,0,1,0.9973054230213165,7824
post_rope,k,distance_bucket_128,0,1,0.9973084628582001,14880
post_rope,k,distance_bucket_256,0,1,0.9968113601207733,26688
post_rope,k,distance_bucket_512,0,1,0.996729165315628,41088
post_rope,k,distance_bucket_1024,0,1,0.9964146018028259,33024
post_rope,k,distance_bucket_8,0,2,0.9982947409152985,1020
post_rope,k,distance_bucket_16,0,2,0.9981015920639038,2028
post_rope,k,distance_bucket_32,0,2,0.9979515075683594,4008
post_rope,k,distance_bucket_64,0,2,0.9978200793266296,7824
post_rope,k,distance_bucket_128,0,2,0.9975852072238922,14880
post_rope,k,distance_bucket_256,0,2,0.9974049031734467,26688
post_rope,k,distance_bucket_512,0,2,0.9971730709075928,41088
post_rope,k,distance_bucket_1024,0,2,0.997051328420639,33024
post_rope,k,distance_bucket_8,0,3,0.9940631091594696,1020
post_rope,k,distance_bucket_16,0,3,0.993069052696228,2028
post_rope,k,distance_bucket_32,0,3,0.9914965629577637,4008
post_rope,k,distance_bucket_64,0,3,0.9910142123699188,7824
post_rope,k,distance_bucket_128,0,3,0.9905089735984802,14880
post_rope,k,distance_bucket_256,0,3,0.989389955997467,26688
post_rope,k,distance_bucket_512,0,3,0.9896817207336426,41088
post_rope,k,distance_bucket_1024,0,3,0.9886713922023773,33024
post_rope,k,distance_bucket_8,1,0,0.997595489025116,1020
post_rope,k,distance_bucket_16,1,0,0.9959390163421631,2028
post_rope,k,distance_bucket_32,1,0,0.9950409829616547,4008
post_rope,k,distance_bucket_64,1,0,0.992267519235611,7824
post_rope,k,distance_bucket_128,1,0,0.9899130761623383,14880
post_rope,k,distance_bucket_256,1,0,0.9843220114707947,26688
post_rope,k,distance_bucket_512,1,0,0.9845417141914368,41088
post_rope,k,distance_bucket_1024,1,0,0.971981406211853,33024
post_rope,k,distance_bucket_8,1,1,0.8519055545330048,1020
post_rope,k,distance_bucket_16,1,1,0.8315563797950745,2028
post_rope,k,distance_bucket_32,1,1,0.8424140214920044,4008
post_rope,k,distance_bucket_64,1,1,0.8317873179912567,7824
post_rope,k,distance_bucket_128,1,1,0.8161596953868866,14880
post_rope,k,distance_bucket_256,1,1,0.7957448661327362,26688
post_rope,k,distance_bucket_512,1,1,0.778010219335556,41088
post_rope,k,distance_bucket_1024,1,1,0.7946746647357941,33024
post_rope,k,distance_bucket_8,1,2,0.8448857069015503,1020
post_rope,k,distance_bucket_16,1,2,0.817570149898529,2028
post_rope,k,distance_bucket_32,1,2,0.8283447325229645,4008
post_rope,k,distance_bucket_64,1,2,0.8179267644882202,7824
post_rope,k,distance_bucket_128,1,2,0.7855527997016907,14880
post_rope,k,distance_bucket_256,1,2,0.7524755895137787,26688
post_rope,k,distance_bucket_512,1,2,0.7473069131374359,41088
post_rope,k,distance_bucket_1024,1,2,0.7765721380710602,33024
post_rope,k,distance_bucket_8,1,3,0.8627864420413971,1020
post_rope,k,distance_bucket_16,1,3,0.8365433514118195,2028
post_rope,k,distance_bucket_32,1,3,0.8225757777690887,4008
post_rope,k,distance_bucket_64,1,3,0.8075801134109497,7824
post_rope,k,distance_bucket_128,1,3,0.7801990211009979,14880
post_rope,k,distance_bucket_256,1,3,0.7440827190876007,26688
post_rope,k,distance_bucket_512,1,3,0.7293370366096497,41088
post_rope,k,distance_bucket_1024,1,3,0.719797283411026,33024
post_rope,k,distance_bucket_8,2,0,0.53495192527771,1020
post_rope,k,distance_bucket_16,2,0,0.5138796269893646,2028
post_rope,k,distance_bucket_32,2,0,0.4875650256872177,4008
post_rope,k,distance_bucket_64,2,0,0.4678175449371338,7824
post_rope,k,distance_bucket_128,2,0,0.4256504476070404,14880
post_rope,k,distance_bucket_256,2,0,0.39973317086696625,26688
post_rope,k,distance_bucket_512,2,0,0.3803405314683914,41088
post_rope,k,distance_bucket_1024,2,0,0.3801380544900894,33024
post_rope,k,distance_bucket_8,2,1,0.9459669589996338,1020
post_rope,k,distance_bucket_16,2,1,0.9370313286781311,2028
post_rope,k,distance_bucket_32,2,1,0.9316257536411285,4008
post_rope,k,distance_bucket_64,2,1,0.9267378747463226,7824
post_rope,k,distance_bucket_128,2,1,0.9178266227245331,14880
post_rope,k,distance_bucket_256,2,1,0.911775678396225,26688
post_rope,k,distance_bucket_512,2,1,0.9096069633960724,41088
post_rope,k,distance_bucket_1024,2,1,0.9105883836746216,33024
post_rope,k,distance_bucket_8,2,2,0.8755337297916412,1020
post_rope,k,distance_bucket_16,2,2,0.861353874206543,2028
post_rope,k,distance_bucket_32,2,2,0.8446315824985504,4008
post_rope,k,distance_bucket_64,2,2,0.8260200023651123,7824
post_rope,k,distance_bucket_128,2,2,0.8085919320583344,14880
post_rope,k,distance_bucket_256,2,2,0.7797558605670929,26688
post_rope,k,distance_bucket_512,2,2,0.7566629350185394,41088
post_rope,k,distance_bucket_1024,2,2,0.7373342514038086,33024
post_rope,k,distance_bucket_8,2,3,0.8735908269882202,1020
post_rope,k,distance_bucket_16,2,3,0.8556677401065826,2028
post_rope,k,distance_bucket_32,2,3,0.8340074121952057,4008
post_rope,k,distance_bucket_64,2,3,0.8177090883255005,7824
post_rope,k,distance_bucket_128,2,3,0.799856036901474,14880
post_rope,k,distance_bucket_256,2,3,0.7825646698474884,26688
post_rope,k,distance_bucket_512,2,3,0.767429918050766,41088
post_rope,k,distance_bucket_1024,2,3,0.7591485679149628,33024
post_rope,k,distance_bucket_8,3,0,0.9849812090396881,1020
post_rope,k,distance_bucket_16,3,0,0.9822675287723541,2028
post_rope,k,distance_bucket_32,3,0,0.981371283531189,4008
post_rope,k,distance_bucket_64,3,0,0.9802686870098114,7824
post_rope,k,distance_bucket_128,3,0,0.978671133518219,14880
post_rope,k,distance_bucket_256,3,0,0.9779495298862457,26688
post_rope,k,distance_bucket_512,3,0,0.975663036108017,41088
post_rope,k,distance_bucket_1024,3,0,0.9764609932899475,33024
post_rope,k,distance_bucket_8,3,1,0.6894292533397675,1020
post_rope,k,distance_bucket_16,3,1,0.6555194556713104,2028
post_rope,k,distance_bucket_32,3,1,0.631063312292099,4008
post_rope,k,distance_bucket_64,3,1,0.6038795113563538,7824
post_rope,k,distance_bucket_128,3,1,0.5727739036083221,14880
post_rope,k,distance_bucket_256,3,1,0.5316886305809021,26688
post_rope,k,distance_bucket_512,3,1,0.48010972142219543,41088
post_rope,k,distance_bucket_1024,3,1,0.47472724318504333,33024
post_rope,k,distance_bucket_8,3,2,0.8610145151615143,1020
post_rope,k,distance_bucket_16,3,2,0.8439428806304932,2028
post_rope,k,distance_bucket_32,3,2,0.8253068029880524,4008
post_rope,k,distance_bucket_64,3,2,0.8052670955657959,7824
post_rope,k,distance_bucket_128,3,2,0.7906864583492279,14880
post_rope,k,distance_bucket_256,3,2,0.7650866508483887,26688
post_rope,k,distance_bucket_512,3,2,0.7407581508159637,41088
post_rope,k,distance_bucket_1024,3,2,0.7303423881530762,33024
post_rope,k,distance_bucket_8,3,3,0.9273064136505127,1020
post_rope,k,distance_bucket_16,3,3,0.9071255922317505,2028
post_rope,k,distance_bucket_32,3,3,0.9023357331752777,4008
post_rope,k,distance_bucket_64,3,3,0.8896691203117371,7824
post_rope,k,distance_bucket_128,3,3,0.8764998316764832,14880
post_rope,k,distance_bucket_256,3,3,0.8684576749801636,26688
post_rope,k,distance_bucket_512,3,3,0.8619125187397003,41088
post_rope,k,distance_bucket_1024,3,3,0.8623884618282318,33024
post_rope,k,distance_bucket_8,4,0,0.6671337485313416,1020
post_rope,k,distance_bucket_16,4,0,0.6429139375686646,2028
post_rope,k,distance_bucket_32,4,0,0.6207387447357178,4008
post_rope,k,distance_bucket_64,4,0,0.597034752368927,7824
post_rope,k,distance_bucket_128,4,0,0.5553653836250305,14880
post_rope,k,distance_bucket_256,4,0,0.5316300690174103,26688
post_rope,k,distance_bucket_512,4,0,0.5018567144870758,41088
post_rope,k,distance_bucket_1024,4,0,0.4642118364572525,33024
post_rope,k,distance_bucket_8,4,1,0.3558490127325058,1020
post_rope,k,distance_bucket_16,4,1,0.3343080133199692,2028
post_rope,k,distance_bucket_32,4,1,0.31184591352939606,4008
post_rope,k,distance_bucket_64,4,1,0.2913237512111664,7824
post_rope,k,distance_bucket_128,4,1,0.2734038382768631,14880
post_rope,k,distance_bucket_256,4,1,0.2452772632241249,26688
post_rope,k,distance_bucket_512,4,1,0.22080781310796738,41088
post_rope,k,distance_bucket_1024,4,1,0.20751509070396423,33024
post_rope,k,distance_bucket_8,4,2,0.7186903059482574,1020
post_rope,k,distance_bucket_16,4,2,0.6849129498004913,2028
post_rope,k,distance_bucket_32,4,2,0.6435630619525909,4008
post_rope,k,distance_bucket_64,4,2,0.6069062948226929,7824
post_rope,k,distance_bucket_128,4,2,0.5607551038265228,14880
post_rope,k,distance_bucket_256,4,2,0.5231189429759979,26688
post_rope,k,distance_bucket_512,4,2,0.49546901881694794,41088
post_rope,k,distance_bucket_1024,4,2,0.49302007257938385,33024
post_rope,k,distance_bucket_8,4,3,0.5629109442234039,1020
post_rope,k,distance_bucket_16,4,3,0.5179022550582886,2028
post_rope,k,distance_bucket_32,4,3,0.4669777899980545,4008
post_rope,k,distance_bucket_64,4,3,0.4622654616832733,7824
post_rope,k,distance_bucket_128,4,3,0.40160098671913147,14880
post_rope,k,distance_bucket_256,4,3,0.3903132975101471,26688
post_rope,k,distance_bucket_512,4,3,0.3459293693304062,41088
post_rope,k,distance_bucket_1024,4,3,0.3455067127943039,33024
post_rope,k,distance_bucket_8,5,0,0.7512063384056091,1020
post_rope,k,distance_bucket_16,5,0,0.7223838865756989,2028
post_rope,k,distance_bucket_32,5,0,0.6937157213687897,4008
post_rope,k,distance_bucket_64,5,0,0.6811376214027405,7824
post_rope,k,distance_bucket_128,5,0,0.6566079258918762,14880
post_rope,k,distance_bucket_256,5,0,0.6271043419837952,26688
post_rope,k,distance_bucket_512,5,0,0.6033239364624023,41088
post_rope,k,distance_bucket_1024,5,0,0.5807137787342072,33024
post_rope,k,distance_bucket_8,5,1,0.7595178484916687,1020
post_rope,k,distance_bucket_16,5,1,0.7395283281803131,2028
post_rope,k,distance_bucket_32,5,1,0.7181760668754578,4008
post_rope,k,distance_bucket_64,5,1,0.7000986933708191,7824
post_rope,k,distance_bucket_128,5,1,0.6754189431667328,14880
post_rope,k,distance_bucket_256,5,1,0.6563018560409546,26688
post_rope,k,distance_bucket_512,5,1,0.6324848532676697,41088
post_rope,k,distance_bucket_1024,5,1,0.6164696514606476,33024
post_rope,k,distance_bucket_8,5,2,0.5944348573684692,1020
post_rope,k,distance_bucket_16,5,2,0.5769063532352448,2028
post_rope,k,distance_bucket_32,5,2,0.5567072033882141,4008
post_rope,k,distance_bucket_64,5,2,0.5430344045162201,7824
post_rope,k,distance_bucket_128,5,2,0.5278211236000061,14880
post_rope,k,distance_bucket_256,5,2,0.5073922127485275,26688
post_rope,k,distance_bucket_512,5,2,0.4914004057645798,41088
post_rope,k,distance_bucket_1024,5,2,0.47002165019512177,33024
post_rope,k,distance_bucket_8,5,3,0.483601912856102,1020
post_rope,k,distance_bucket_16,5,3,0.4201928675174713,2028
post_rope,k,distance_bucket_32,5,3,0.3891475349664688,4008
post_rope,k,distance_bucket_64,5,3,0.33979129791259766,7824
post_rope,k,distance_bucket_128,5,3,0.3206470459699631,14880
post_rope,k,distance_bucket_256,5,3,0.2802964001893997,26688
post_rope,k,distance_bucket_512,5,3,0.25311046838760376,41088
post_rope,k,distance_bucket_1024,5,3,0.24492642283439636,33024
post_rope,k,distance_bucket_8,6,0,0.5233556926250458,1020
post_rope,k,distance_bucket_16,6,0,0.44242483377456665,2028
post_rope,k,distance_bucket_32,6,0,0.4611983299255371,4008
post_rope,k,distance_bucket_64,6,0,0.4243122339248657,7824
post_rope,k,distance_bucket_128,6,0,0.40672360360622406,14880
post_rope,k,distance_bucket_256,6,0,0.34727634489536285,26688
post_rope,k,distance_bucket_512,6,0,0.3464899957180023,41088
post_rope,k,distance_bucket_1024,6,0,0.35173749923706055,33024
post_rope,k,distance_bucket_8,6,1,0.7668525874614716,1020
post_rope,k,distance_bucket_16,6,1,0.750349223613739,2028
post_rope,k,distance_bucket_32,6,1,0.7329802215099335,4008
post_rope,k,distance_bucket_64,6,1,0.7101732790470123,7824
post_rope,k,distance_bucket_128,6,1,0.6774320900440216,14880
post_rope,k,distance_bucket_256,6,1,0.6558375060558319,26688
post_rope,k,distance_bucket_512,6,1,0.6259207725524902,41088
post_rope,k,distance_bucket_1024,6,1,0.6036653220653534,33024
post_rope,k,distance_bucket_8,6,2,0.9000402688980103,1020
post_rope,k,distance_bucket_16,6,2,0.8669852614402771,2028
post_rope,k,distance_bucket_32,6,2,0.825029045343399,4008
post_rope,k,distance_bucket_64,6,2,0.8124478757381439,7824
post_rope,k,distance_bucket_128,6,2,0.7647435665130615,14880
post_rope,k,distance_bucket_256,6,2,0.7264827787876129,26688
post_rope,k,distance_bucket_512,6,2,0.698596715927124,41088
post_rope,k,distance_bucket_1024,6,2,0.6900247037410736,33024
post_rope,k,distance_bucket_8,6,3,0.6050770580768585,1020
post_rope,k,distance_bucket_16,6,3,0.5364221930503845,2028
post_rope,k,distance_bucket_32,6,3,0.5337958931922913,4008
post_rope,k,distance_bucket_64,6,3,0.4766884744167328,7824
post_rope,k,distance_bucket_128,6,3,0.44047389924526215,14880
post_rope,k,distance_bucket_256,6,3,0.4509090483188629,26688
post_rope,k,distance_bucket_512,6,3,0.41138756275177,41088
post_rope,k,distance_bucket_1024,6,3,0.41332821547985077,33024
post_rope,k,distance_bucket_8,7,0,0.7257587015628815,1020
post_rope,k,distance_bucket_16,7,0,0.6789611279964447,2028
post_rope,k,distance_bucket_32,7,0,0.63062784075737,4008
post_rope,k,distance_bucket_64,7,0,0.5969498157501221,7824
post_rope,k,distance_bucket_128,7,0,0.5468084812164307,14880
post_rope,k,distance_bucket_256,7,0,0.5264217853546143,26688
post_rope,k,distance_bucket_512,7,0,0.47614599764347076,41088
post_rope,k,distance_bucket_1024,7,0,0.45484980940818787,33024
post_rope,k,distance_bucket_8,7,1,0.7062408328056335,1020
post_rope,k,distance_bucket_16,7,1,0.6723825633525848,2028
post_rope,k,distance_bucket_32,7,1,0.6395669877529144,4008
post_rope,k,distance_bucket_64,7,1,0.600850522518158,7824
post_rope,k,distance_bucket_128,7,1,0.5670993030071259,14880
post_rope,k,distance_bucket_256,7,1,0.5313924252986908,26688
post_rope,k,distance_bucket_512,7,1,0.5143676996231079,41088
post_rope,k,distance_bucket_1024,7,1,0.5231314599514008,33024
post_rope,k,distance_bucket_8,7,2,0.7753230631351471,1020
post_rope,k,distance_bucket_16,7,2,0.743293285369873,2028
post_rope,k,distance_bucket_32,7,2,0.7282540798187256,4008
post_rope,k,distance_bucket_64,7,2,0.6899279654026031,7824
post_rope,k,distance_bucket_128,7,2,0.6605983972549438,14880
post_rope,k,distance_bucket_256,7,2,0.6201768219470978,26688
post_rope,k,distance_bucket_512,7,2,0.5880118906497955,41088
post_rope,k,distance_bucket_1024,7,2,0.5514961779117584,33024
post_rope,k,distance_bucket_8,7,3,0.8342994153499603,1020
post_rope,k,distance_bucket_16,7,3,0.8035635054111481,2028
post_rope,k,distance_bucket_32,7,3,0.7802800238132477,4008
post_rope,k,distance_bucket_64,7,3,0.7533671259880066,7824
post_rope,k,distance_bucket_128,7,3,0.7340842485427856,14880
post_rope,k,distance_bucket_256,7,3,0.7010625600814819,26688
post_rope,k,distance_bucket_512,7,3,0.6869547665119171,41088
post_rope,k,distance_bucket_1024,7,3,0.6440998017787933,33024
